uniqueId,teamName,condition,timezone,stageName,stageDay,goalSetComplete,firstTaskGoal,addTaskGoals,addFirstRelGoal,addRelGoals,addRelGoalsLater,Inclusion_Dimension_1,Inclusion_Dimension_2
88851006,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,I will help the team member with the design of the feature and prepare for presentation,I will help the team member to identify the gaps in yesterday's task and to help identify the area where more KT sessions are needed,I will praise the team member for handober they did to the other team over the email,,,Uniqueness,Appreciation
88851006,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,I will guide a team member on how to navigate difficult conversations today,,I will develop a unbreakable system in the sprint initiative by the end of the day,,,Uniqueness,Appreciation
88851006,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I'll continue with yesterday's goal,,I will use yesterday's goal as I still need to work on it,,,Belongingness,OrgEfforts
88851006,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,||I will develop a unbreakable system in the sprint initiative by the end of the day,,,,,Uniqueness,
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,Have a teams lunch to strengthen belonging,,Talk about our organizational inclusive practices with our teams goal over lunch today,,,Belongingness,OrgEfforts
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,Have happy hours after work today with teams,,Have a talk with teams about customer satisfaction standards and what expected of us.,,,Belongingness,OrgEfforts
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,To show one of them how to do gpo preferences targeting,,Will tell one of the newer hire he’s doing a good job overall,,,Uniqueness,Appreciation
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,Show the team how to get the full dns entry to csv,,I’ll praise the team of speedy recovery of dns issue,,,Uniqueness,Appreciation
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,Talk to teams about our dr project,,Talk to teams about cross department project,,,Belongingness,OrgEfforts
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,Have a teams lunch together,,Talk to team about maintenance system up time for clients,,,Belongingness,OrgEfforts
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,Have a 1:1 with one of them to see how they do,,To praise team members for their work,,,Uniqueness,Appreciation
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,Show them how to setup adfs server, Meeting to discuss training|Setup meeting for training|Setup meeting to discuss training program,,,,Uniqueness,
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I’ll ask everyone in team opinion on how to better deal with any alert.,,Talk to the team about how to better setup alert,,,Belongingness,OrgEfforts
84088662,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,5,TRUE,Praise them with their long term project,,,,,Uniqueness,
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I want to set up a team brown bag lunch today,,I want to work together with other people across the department,,,Belongingness,OrgEfforts
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,Today during the team meeting everyone will vote on 1-2 ideas they choose to implement,,Today everyone will get a chance to lead a team meeting and discuss their plans,,,Belongingness,OrgEfforts
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,5,TRUE,Today I will meet with a team member to provide additional mentoring support.,,Today I will praise people at work for doing a good job.,,,Uniqueness,Appreciation
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,"Today, I will let the team take lead on some projects as a way to let them grow.",,"Today, I will treat the team to a lunch as a way to acknowledge their achievements this month.",,,Uniqueness,Appreciation
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,I will meet with my colleague Jessica today and discuss how I can give more guidance.,,"During my weekly team meeting on Tuesday morning, I will acknowledge each individual’s recent accomplishments.",,,Uniqueness,Appreciation
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,I will provide individual guidance to Jessica during our individual check in today.,,Today I will introduce a team appreciation lunch each month to recognize everyone’s achievements.,Today I will be sure to acknowledge and thank everyone for their contributions and dedication.,,Uniqueness,Appreciation
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,I will coordinate employee training based on what they want today during our one on one huddles,,I will go around to each person’s desk today and let them know something they did really well over the past week.,,,Uniqueness,Appreciation
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,Today I will ask each team member to take lead in a future meeting,,Today I will make sure everyone understands how important they are to the team and the organization,Today I will take the team out for an extended break so they can take their mind off work for just a bit,,Belongingness,OrgEfforts
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,Today I will allow each team member to speak and share an idea they want to implement,,"Today after each member shares an idea, they will also share how to better improve the team",,,Belongingness,OrgEfforts
48834434,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I will organize a team building event this week.,,I will improve on the way I speak with my colleagues,,,Belongingness,OrgEfforts
50359689,AcademicThunder,MCLeader,US/Eastern,Intervention,11,FALSE,,,,,,,
29393127,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,FALSE, Gove lairent prosser| Give Laurentiis praise e| Give Lauren praise|I have already sent it over amdnover again,, I qipt|I do notnwant to participate anymore,,,Uniqueness,Appreciation
29393127,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE," Repeat|I will connect with LJ for occurre ce details.

I will provide positive feedback on LM analysis before I offer critique",,,,,Uniqueness,
58612225,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,11,FALSE,,,,,,,
46735569,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,11,FALSE,,,,,,,
46735569,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE,I will work with David to establish contact with at least five minority driven businesses by the end of this week.,,,I will affirm contributions of our new hire for the project at the team-meeting today.,,Uniqueness,
90659559,AcademicThunder,MCLeader,US/Central,Goal-Setting,3,TRUE,I will work with James to complete VAIRX reconciliation questions after lunch.,,I will touch base with Esther to praise her contributions to the reconciliation project as a new employee.,,,Uniqueness,Appreciation
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,3,TRUE,Let everyone speak up in the team meeting,,,,,Belongingness,
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,3,TRUE,I will offer guidance to herb today regarding invoicing,,,,,Uniqueness,
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,6,TRUE,Inviting everyone to happy hour,,Thanking everyone one for a well worked week,,,Belongingness,OrgEfforts
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,2,TRUE, Be collaborative|To be collaborative with the team during lunch,,To have lunch with the whole team,,,Belongingness,OrgEfforts
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,5,TRUE,I want to have lunch and talk about things outside of work,,,,,Belongingness,
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,1,TRUE,I will work with herb to process 5 vouchers today,,I will tell them I appreciate their quality work,,,Uniqueness,Appreciation
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,2,TRUE,I will have one on one meetings to foster relationships,,I will praise each member for completing todays workload,,,Uniqueness,Appreciation
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,4,TRUE,Having meaningful conversations with employees,,Being open to employee feedback,,,Belongingness,OrgEfforts
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,5,TRUE,I will schedule one on one meetings to discuss morale,,,,,Uniqueness,
30987713,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,4,TRUE,Give everyone an opportunity to try a new deal,,Let them know that I am grateful for all their hard work,,,Uniqueness,Appreciation
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,1,TRUE,I want to make sure that I complete all my task and timely fashion today and do not miss any of my projects deadlines,,I would like for everyone to take an extra 15 minutes on their lunch break or a separate 15 minute break of their choice,,,Uniqueness,Appreciation
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,2,TRUE,I would like for everyone to work independently and create their own ideas so that way we can come together at the end of the week and work on the project as a whole,,I will have a group meeting to praise our new hire on completing their training successfully,,,Uniqueness,Appreciation
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,3,TRUE,"I would like for everyone to decide what day of the week they would like to dress and whatever attire they would like so that they can be comfortable as long as it is business, appropriate, or casual",,,,,Belongingness,
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,3,TRUE,I would like for the employees to work independently and add ideas for our upcoming project,,,,,Uniqueness,
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,I would like for everyone to work together on sharing more about themselves with their coworkers,,I would like for everyone to bring in their own personal lunch from their culture|I would like for everyone to bring in their own personal lunch from their culture,,,Belongingness,OrgEfforts
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,5,TRUE,I would like for everyone to collaborate with a coworker on a project this week get more familiar with working with another,,,,,Belongingness,
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,2,TRUE,I would like for people to work in pairs this week. That way they can team build and we can come together. All is one at the end of the week on our ideas.,,"I would like for my coworkers To respect others religious clothing, or beliefs that are a part of their appearance",,,Belongingness,OrgEfforts
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,4,TRUE,I want everyone to set a goal to find new customers by the end of the week,,I would like for them to push off one task until the end of next week to make sure it comes out better,,,Uniqueness,Appreciation
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,6,TRUE,I would like for individuals to switch off on who they are used to working with and collaborate with someone else,,"Have individuals format, their ideas in their own way to be presented",,,Belongingness,OrgEfforts
28654939,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,5,TRUE,I want everyone to present their ideas that they have worked on throughout the entire week and collaborate as a team,,,,,Uniqueness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,5,TRUE,I will listen intently to GD and be a sounding board for her as she explores her new role at our 9:30 meeting.,,,,,Uniqueness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I will foster belongingness today by making sure the new department meeting time covers all timezones well.,,,I will add in inclusive activities for the cfsu cawg facilitation plan today,I would like to spend time reflecting on my sept 30 meeting to make sure we address more inclusive Gateway efforts,Belongingness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,Today at 10:30 I will do a recognize for Paul doing the tech talk,,,"Today at 10, I will take 30 minutes to determine spot awards",,Uniqueness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,I will meet with CAM to help her create her yearly plan today at 1pm,,,I will develop a shining star program to recognize employees monthly,,Uniqueness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,I will write a to do list to support all of my tasks today so that I can continue to create a cohesive environment,,,Today I will meet with the Gateway team to discuss the upcoming relationship meeting with the GKIM team.,,Belongingness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will meet with AS from MEAL and GK and AM from my team around technical libraries cross team solutions.,,,,,Belongingness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,I will meet with CAM today to help her develop a plan for the year.,,,I could recognize PW today with a recognize badge for his participation in the tech talk,,Uniqueness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,I will schedule a meeting with CAM to help develop out her priorities for the year,,,I will identify spot awardees by tomorrow afternoon,,Uniqueness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,Develop a cohesive agenda for Monday,,,I will meet with my Waro mentee and her supervisor to support her professional growth,,Belongingness,
54264647,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,Today I will attend the potluck at work,,,,,Belongingness,
88897287,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,1,FALSE,,,,,,,
96385706,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE,Specific: have a one on one training and development session with an employee..Measurable: try and set out a plan to set this employee on the right training path..Achievable: sign the employee up to a programme that is achievable part time through both work and studies..Relevant: it aligns with my long term vision and objective because I want to further deliver the current workforce and make them more multi skilled ..Time bound: allowing employees to complete their training and development programs within the next 2-4 years part time,,,,,Uniqueness,
96385706,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,* I will arrange a team meeting to address the needs and resources we have available to complete upcoming projects...* I will work with my work colleague to help set out the guidelines and delegate responsibilities to team members that best fit their skill sets,* I will arrange a team meeting to address the needs and resources we have available to complete upcoming projects...* I will work with my work colleague to help set out the guidelines and delegate responsibilities to team members that best fit their skill sets..- I will set a deadline of 6 weeks to ensure all the objectives are met,,,,Uniqueness,
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,TRUE,I want to take time to recognize an associates ability to maintain their work zone and keep it tidy today.,,I'd like to shake their hand and thank them directly for their efforts in keeping their area clean and organized.,,,Uniqueness,Appreciation
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I want to ask my team and get their input on policy changes,,My goal is to get the team together and explain how I want to improve inclusivity,,,Belongingness,OrgEfforts
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will ask everyone today at lunch how included they feel in if theres a way I can better include them in the decision making process.,,,,,Belongingness,
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,To strengthen belongingness in my time I will take time this afternoon to make sure no one is feeling burnt out and overwhelmed by our current project and reassure them that they're appreciated.,I would also like to set up a lunch on thursday for the group to celebrate the two year anniversary of an associate.,,,,Belongingness,
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,5,TRUE,I will offer guidance to a co-worker about how to better use our PC systems., undefined|I would like to encourage all of my employees today by giving them free snacks.,,,,Uniqueness,
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,4,TRUE,At the start up meeting I want to reinforce good safety practices to our new hire,,Id like to reassure a new hire that they’ll learn and adapt to the process.,,,Uniqueness,Appreciation
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,2,TRUE,At lunch I will give free food to my team,,I will tell a coworker that they’re doing a great job,,,Uniqueness,Appreciation
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE,I am going to help train a new associate today who is struggling.,,I will develop an employee of the month initiative by the end of the day,,,Uniqueness,Appreciation
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,When someone isn't speaking up at the start up meeting I will ask them their opinion specifically to include them in the process.,,I'm going to tell Jim about how inclusive teamwork practices would be beneficial to his advancement in the company during our inspection this afternoon.,,,Belongingness,OrgEfforts
80140881,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,I’m going to buy the team pizza for Friday lunch.,,I will do my best to include the new trainee in discussions on holiday decorations,,,Belongingness,OrgEfforts
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting,2,TRUE,|I will acknowledge their contribution and input for our project meeting,,,I will affirm contributions at the meeting today,,Uniqueness,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting,4,TRUE,I will offer guidance at today's meeting,,,I will praise the technical achievements of Danny today,,Uniqueness,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting,1,TRUE,I will offer guidance to danny for our team meeting today,,,Showing recognition from their efforts and contribution,,Uniqueness,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting,5,TRUE,I will prioritize scheduled training for my team for todays meeting,,,I will recognize effort and contribution,,Uniqueness,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,2,TRUE,,,,[No Response],,,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,5,TRUE,I will ensure everyone has a chance to speak at today's team meeting,,,,,Belongingness,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,6,TRUE,I will strengthen belongingness by acknowledging team member contribution,,,I will identify a new opportunity to improve inclusive practices today,,Belongingness,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,I will acknowledge team inclusion today,,,I will identify new inclusion practices today,,Belongingness,
16911189,AcademicThunder,MCLeader,US/Central,Goal-Setting,3,TRUE,I will ask Danny today about their strengths and values,,,I will affirm contributions and achievements with Danny today,,Uniqueness,
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE,I will meet with my Accounts Payable to show her how to balance and code the credit card statements.,I will meet with each of our department heads this week to find out what their needs and goals are for ten upcoming week.,I will start an employee recognition problem and use input from the department head meeting this week to come up with a plan.,,,Uniqueness,Appreciation
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,I will plan a team building event this Friday for the end of month meeting.,,I will discuss inclusion policies with the new employee hired yesterday.,,,Belongingness,OrgEfforts
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,5,TRUE,"I will gather input from all employee starting today to see what kind of recognition lunch/party they would like and what kind of reward they would like to see., I will set up a mentor/new employee system to help acclimation and support training.",,I will schedule a work together after getting input from employees,,,Uniqueness,Appreciation
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I will plan a team building event this Friday for the end of month meeting.,,I will collaborate with my department heads on how new can be more inclusive in our projects.,,,Belongingness,OrgEfforts
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,TRUE,I will set up a mentor/new employee system to help acclimation and support training.,,I will gather input from all employee starting today to see what kind of recognition lunch/party they would like and what kind of reward they would like to see.,,,Uniqueness,Appreciation
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,4,TRUE,I want to meet with department heads to see if they can target one employee from their department each day that has a talent to help the team as a whole.,,I will gather input from all employee starting today to see what kind of recognition lunch/party they would like and what kind of reward they would like to see.,I will set up a mentor/new employee system to help acclimation and support training.,,Uniqueness,Appreciation
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will meet with my department heads to see if they want to start a hiring team vs hiring individual., undefined|I will poll our employees at the department head meetings on what they would like to see at a team building event.,,,,Belongingness,
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,I will talk today at the weekly meeting and include everyone,,I will identify and document at least three new opportunities to improve inclusive practices before lunch today.,,,Belongingness,OrgEfforts
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,I will poll our employees at the department head meetings on what they would like to see at a team building event.,,I will meet with all of the department heads to make sure that they mention inclusive policies at their weekly meetings.,,,Belongingness,OrgEfforts
81955406,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,2,TRUE,I will meet with one employee from each department daily to see what they are doing and to see what they would like to achieve as goals before the year ends.,,I will mention outstanding achievements of employees today at our department head meeting.,,,Uniqueness,Appreciation
85659215,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,1,FALSE,,,,,,,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting,5,TRUE,I will meet with my team to encourage them to prioritize training,,,,,Uniqueness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting,1,TRUE,I’d like to make sure that I take care of the people that work for me today,That’s all I want to do|Some,,I will praise the leadership of one of my supervisors by the end of the day.,,Uniqueness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting,3,TRUE,I want to encourage one of my employees to talk about their background and how it contributes to the diversity in our workplace,,,I’d like to congratulate one of my members on how well they did writing an email communicating our new training plan,,Uniqueness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting-Belongingness,6,TRUE,I will tell my members how the contribute to our ultimate mission goal,,,I will gather my team for an early end of day and discuss the importance of the work they did this week,,Belongingness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting-Belongingness,5,TRUE,I’m going to gather my team together to discuss the importance of inclusion,,,,,Belongingness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting-Belongingness,4,TRUE,I will encourage everyone to come together at some type of morale event in the next week,,,I will emphasize the importance of including our geographically separated units in our staff meeting today,,Belongingness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting-Belongingness,3,TRUE,I will organize a team luncheon to build camaraderie this week,,,,,Belongingness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting-Belongingness,2,TRUE,I want to tell my subordinates how they support our team and are important,,,I will explain how what we do is important in the grand scheme of things, undefined|I would like praise some of my subordinates,Belongingness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting,4,TRUE,I will ask one of my employees to share their background and how that complements the team by the end of the day,,,I will follow up on the status of creating our employee appreciation program by the end of the day,,Uniqueness,
91862891,PowerfulGrowth,ControlLeader,US/Mountain,Goal-Setting,2,TRUE,I will meet with my supervisors to encourage them to develop training on areas they have expertise in,,,I’d like to say that my superintendent is doing a fantastic job reviewing performance reports,,Uniqueness,
77613869,PowerfulGrowth,ControlLeader,US/Central,Intervention,11,FALSE,,,,,,,
77613869,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,4,FALSE,,,,,,,
66574205,AcademicThunder,MCLeader,US/Eastern,Intervention,11,FALSE,,,,,,,
33105950,PowerfulGrowth,ControlLeader,US/Pacific,Intervention,11,FALSE,,,,,,,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,2,TRUE, Gift sweets to everybody|Appreciate everyone's strengths and weakness at work place,,,Appreciate their dedication to the company.,,Uniqueness,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,Act on the employees feedback in a positive manner,,,By helping them whenever they need my assistance at my work place,,Uniqueness,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,Appreciate everyone for showing up to our work place diligently despite the different sectors everyone serves in.,,,Praise everyone for their daily achievements at our work place,,Uniqueness,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,Encouraging everyone that whatever work they do in the company is highly important and appreciated.,,,Encouraging everyone that whatever work they do in the company is highly important and appreciated.,,Uniqueness,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,Implementing regular diversity and inclusion training.,,,"Fostering a culture if belonging where every individual regardless of their background feels valued, respected and included.",,Belongingness,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,Creating both social and professional efforts.,,,Enabling communication within and outside the organisation.,,Belongingness,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,Conducting team bonding activities frequently.,,,,,Belongingness,
46837366,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE,Make sure everyone is organised and comes to work early.,,,By appreciating their efforts at our work place,,Uniqueness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,6,TRUE,Spend time with Avi going over the schedule of events for October.,,,I would like to spend some time with the new interns.,,Belongingness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,2,TRUE,I will offer guidance to Avi about his AI initiative.,,,I would like to show appreciation to Mike for his help yesterday.,,Uniqueness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,3,TRUE,I want to work on drafting my email for Dr. Sandeep and Dr. Popli.,,,I want to work on drafting my email for Dr. Sandeep and Dr. Popli.,,Uniqueness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,1,TRUE,I will spend time with Mike going over research and development.,,,I would like to spend time with Mike to go over this week’s research and development.,,Uniqueness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,5,TRUE,Spend time at the test meeting and focus on connecting with those who I don’t know!,,,,,Belongingness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,I want to reach out to manny to discuss his new project.,,,I will reach out to Mike regarding last to last weeks research review.,,Belongingness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,4,TRUE,I will praise Neel’s achievements at today’s meeting.,,,I will praise Neel’s achievements at today’s meeting.,,Uniqueness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,3,TRUE,Keep in regular contact through out the day on important tasks and general well being.,,,Reach out to contacts that I have not connected with in the past few months.,,Belongingness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,2,TRUE, Reflect on conversations.|Reflect on conversations and actions of team members.,,,Work on my protocols and workflow set up.,,Belongingness,
96886785,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,5,TRUE,"I would like to work on my protocols, the blueprint and then set up streaks…podcast and then draft.",,,,,Uniqueness,
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,I’m not in work so I want them to manage themselves today,,I’m not in work today as on annual leave,,,Uniqueness,Appreciation
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,I will be giving specific rolls to employees today as we need to clear a number of jobs to get ready fora big order coming in on Monday,,If we can get everything done I’ll treat them to a breakfast roll tomorrow,,,Uniqueness,Appreciation
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,"Once again we have a number of jobs that are required for today, can we all work together to get them out on time?",,"As I’m not in work tomorrow due to annual leave, if we can get everything done to day they’ll all have an easier day tomorrow without me there",,,Uniqueness,Appreciation
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I want to set out a clear plan of what’s required today,,Let them know that their hard work is appreciated,,,Uniqueness,Appreciation
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,"We’re all working together to reach a certain goal today, let’s make everyone feel part of the same team",,We have a couple of temporary staff coming in today to support with the work we have to get done. They are from a different background so important we still make them welcome,,,Belongingness,OrgEfforts
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,We only have a few hours today so by working together as a team we can achieve the objective of completing all tasks. Then we can go and enjoy the weekend and be fresh and ready to go again on Monday,,"Friday today so only working until 11, let’s work together to clear all the bits and pieces so we are able to start next week fresh",,,Belongingness,OrgEfforts
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,"We have had a big g job come in that requires everyone to work together, we all need to play our part this week",,,,,Belongingness,
90114891,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,We have a number of jobs that need completing today and I would like to see them all done before we leave,Everyone has their own role and it’s important to fulfill it,If we can achieve our goal in good time I will allow them to leave a bit earlier today,,,Uniqueness,Appreciation
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,Meet with the team member today after lunch to schedule training.,,, By praising their achievements.|By praising their achievements by telling them when they've done something particularly well.,,Uniqueness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will schedule a meeting with the team to discuss their value.,,,,,Belongingness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,5,TRUE,I will tell the employee her unique method of resolving conflicts is very effective and encourage her to develop similar methods.,,,,,Uniqueness,
